FlyBase,GenetID,symbol,Affymetrix IDs (note: // was used to separate Affy probes which owned by one gene),chrom,star_chrom,end_chrom,bam_testis_RPKM,wt_testis_RPKM,bam_ovary_RPKM,wt_ovary_RPKM,male_carcass_RPKM,female_carcass_RPKM
FBgn0039277,CG13650,CG13650,1630217_at,chr3R,20934945,20938238,2.47715,0.834337,15.4613,1.14394,10.5885,6.0264
FBgn0039284,CG13652,CG13652,1639412_at,chr3R,20986627,20987601,0,0,0.205676,0,0,0.413599
FBgn0039288,CG13653,CG13653,1637824_at,chr3R,21021282,21022057,0,0,0,0,0,0
FBgn0039290,CG13654,CG13654,1635362_at,chr3R,21025540,21039371,0.29094,1.54412,2.78492,0.258758,5.0766,5.95842
FBgn0039307,CG13656,CG13656,1626257_at,chr3R,21094383,21095687,0.0928693,0,0.0930305,0.0929213,7.57261,8.23142
FBgn0039315,CG13658,CG13658,1638080_at,chr3R,21113207,21114598,0.408669,0.0813358,0.409379,0,17.1964,24.0384
FBgn0039319,CG13659,CG13659,1633857_at,chr3R,21126633,21128012,3.66923,1.13598,6.69775,0.40792,12.1482,15.6861
FBgn0039291,CG13663,CG13663,1631784_at,chr3R,21040046,21040910,6.87603,8.36311,6.76041,11.4665,13.972,14.1077
FBgn0035890,CG13667,CG13667,1632912_s_at,chr3L,8398532,8400455,11.1071,77.9528,11.8185,25.4702,6.41984,7.76144
FBgn0035873,CG13670,CG13670,1636078_at,chr3L,8313863,8315383,0.106178,0.422642,0,0,1.60329,1.4972
FBgn0035867,CG13671,CG13671,1631729_at,chr3L,8292791,8295446,16.9004,4.40564,14.7315,15.6387,8.75847,7.48356
FBgn0035862,CG13672,CG13672,1626157_at,chr3L,8234230,8248732,0,0,0,0,1.50143,1.33532
FBgn0035858,CG13674,CG13674,#N/A,chr3L,8211539,8212083,0.213019,2.11982,1.06694,0.639415,1.92996,1.93099
FBgn0035845,CG13675,CG13675,1636105_at,chr3L,8153654,8157460,0,85.0519,0.208821,0,2.0985,2.93946
FBgn0035844,CG13676,CG13676,1632155_at,chr3L,8134966,8144908,4.46553,1.31034,3.15423,2.66363,62.5599,60.2867
FBgn0035859,CG13678,CG13678,1640500_at,chr3L,8215243,8216051,0,0.182677,10.8495,1.28572,3.69592,3.88278
FBgn0035856,CG13679,CG13679,1636778_at//1632722_x_at//1631354_x_at,chr3L,8195740,8196446,0.355649,27.6055,0.890666,1.77924,0,0.358213
FBgn0030539,CG1368,CG1368,1630670_at,chrX,14068794,14069703,0,22.2291,0.799167,0.133038,29.1795,161.51
FBgn0035832,CG13681,CG13681,1640039_at,chr3L,8064900,8065412,23.5193,4.95863,17.7699,30.5124,7.62455,6.22334
FBgn0035816,CG13685,CG13685,1630243_at,chr3L,7740717,7741466,2.04498,0,3.00451,0.545634,11.6656,7.82695
FBgn0031270,CG13689,CG13689,1623728_at,chr2L,602813,603562,2.84441,2.68158,10.9475,3.44516,11.3029,13.4199
FBgn0031252,CG13690,CG13690,1633171_at,chr2L,418430,419642,35.7408,1.25826,19.7591,32.4715,1.35771,2.12255
FBgn0031254,CG13692,CG13692,1623065_at,chr2L,421800,422435,2.63529,0.874151,2.11189,0,0.176858,0.353905
FBgn0031235,CG13693,CG13693,1629751_at,chr2L,232514,233965,1.17697,88.5747,0.957947,0.736017,0.296205,0.148182
FBgn0031219,CG13694,CG13694,1627484_at,chr2L,115713,116117,0.757401,5.02475,2.27615,0.252608,0.762455,0
FBgn0036773,CG13698,CG13698,1622937_at,chr3L,18082209,18099230,36.8983,9.95456,16.6811,25.2919,23.2153,20.6938
FBgn0036781,CG13699,CG13699,1629263_at,chr3L,18147993,18155615,1.03557,0.135596,0.0545984,0.136336,0.65841,0.32938
FBgn0036785,CG13700,CG13700,1635408_at,chr3L,18291987,18294360,0,196.271,0.0568721,0,0,0
FBgn0035583,CG13704,CG13704,1636910_at,chr3L,4898900,4900869,0.599701,1.64115,3.00371,0,44.9759,52.5502
FBgn0035582,CG13705,CG13705,1632527_at,chr3L,4896858,4898470,0,3.36531,0.132849,0,1.9358,2.1372
FBgn0035578,CG13707,CG13707,1625428_at,chr3L,4838079,4838742,2.4345,1.07673,1.89679,0.270652,18.7891,25.6103
FBgn0035577,CG13708,CG13708,1640312_at,chr3L,4829092,4833074,1.30887,0.442849,0.786687,0.183345,0.50069,0.817351
FBgn0033482,CG1371,CG1371,1641435_at,chr2R,5958476,5963147,62.5837,43.7763,54.978,95.8941,23.0713,26.9353
FBgn0035572,CG13711,CG13711,1639225_at,chr3L,4758029,4758412,0,0,0,0,0,0
FBgn0035570,CG13712,CG13712,1636642_at,chr3L,4709503,4709856,0,0,0,0,1.16307,0.581843
FBgn0042199,CG13713,CG13713,1631864_at,chr3L,4697679,4697978,0.34083,0,0.341422,0,0,0.343287
FBgn0035564,CG13715,CG13715,1640319_at,chr3L,4637434,4637745,0.327721,0,0.984871,0,11.5468,5.94151
FBgn0035563,CG13716,CG13716,1636519_at,chr3L,4634436,4634789,0,0,0,0,0.290767,0.290922
FBgn0035562,CG13717,CG13717,1633542_at,chr3L,4629816,4630202,0.528419,8.93938,0,0.264358,26.0653,17.0313
FBgn0040700,CG13719,CG13719,1623336_at,chr3L,4568690,4568968,0,0,0,0,1.47572,1.10738
FBgn0035555,CG13720,CG13720,1633307_at,chr3L,4498975,4500537,0,0,0,0,5.53182,5.66655
FBgn0035554,CG13721,CG13721,1629099_at,chr3L,4497208,4497658,0,0,0,0,0.961976,3.52912
FBgn0035553,CG13722,CG13722,1625282_at//1625261_x_at,chr3L,4485409,4488013,0.0481399,0,0.289341,0,64.5017,43.1534
FBgn0036705,CG13723,CG13723,1629661_at,chr3L,17257600,17257932,0,63.5563,0,0,0,0
FBgn0036707,CG13724,CG13724,1625216_at,chr3L,17315941,17317593,0,0.923332,0.30982,0,0,0
FBgn0036708,CG13725,CG13725,1641472_at,chr3L,17317925,17318556,0,177.098,0,0,0,0
FBgn0036711,CG13727,CG13727,1633972_at,chr3L,17333379,17334416,0,0,0,0,0.113236,0
FBgn0036716,CG13728,CG13728,1630069_at,chr3L,17373124,17375785,3.98535,0.66099,0.0415861,0,0.0835821,0.0836267
FBgn0036717,CG13731,CG13731,1636637_x_at,chr3L,17377121,17382998,0,0,0.0367384,0,6.75626,5.7625
FBgn0036730,CG13732,CG13732,1624015_at,chr3L,17472462,17473163,92.4903,50.5857,10.3594,1.16588,0.586504,0.293408
FBgn0036729,CG13733,CG13733,1639891_at,chr3L,17470887,17472026,4.30523,196.183,2.0665,0.448712,0.180581,0.180678
FBgn0036382,CG13737,CG13737,1634287_at//1636750_s_at,chr3L,13872096,13876136,5.38744,0.335075,0.337299,1.01071,2.25974,2.60009
FBgn0036390,CG13738,CG13738,1632673_at,chr3L,13966220,13966573,0,0,0.289341,0,1.16307,0.872765
FBgn0033403,CG13739,CG13739,1628951_at,chr2R,5205046,5239139,0.023249,0.231358,0.139736,0.186096,3.13615,2.20116
FBgn0033374,CG13741,CG13741,1633051_at,chr2R,4980008,4982173,49.9161,2.50979,24.4224,84.9048,5.76543,5.71558
FBgn0033372,CG13742,CG13742,1631617_at,chr2R,4972103,4975062,7.08177,61.4948,8.35739,10.0947,0.488289,0.537404
FBgn0033368,CG13743,CG13743,1630186_at,chr2R,4932355,4947411,0.0290315,4.21796,0.116328,0.0580956,6.78026,5.23411
FBgn0033363,CG13744,CG13744,1626670_at,chr2R,4902011,4904184,0,1.39147,0,0,0,0.0880224
FBgn0033354,CG13745,CG13745,1623041_at,chr2R,4822078,4827299,15.9997,5.70399,19.1697,10.4768,0.272606,0.363668
FBgn0033364,CG13747,CG13747,1631820_at,chr2R,4905360,4906539,0,217.451,0,0,0,0
FBgn0033355,CG13748,CG13748,1628302_at,chr2R,4827974,4828315,8.37127,3.2727,0.898479,0,16.5533,15.3576
FBgn0033353,CG13749,CG13749,1624384_at,chr2R,4821003,4821613,2.02875,0.605662,1.21936,0.811955,1.4296,0.408676
FBgn0033340,CG13751,CG13751,1627782_at,chr2R,4787746,4788130,69.5825,17.4431,58.5295,49.9574,40.1031,43.602
FBgn0040378,CG13758,CG13758,1626875_at,chrX,2448134,2470486,28.5811,3.28508,8.39776,3.56377,16.9658,14.6561
FBgn0040376,CG13759,CG13759,1641362_at,chrX,2476737,2477858,20.2368,18.1244,0.960249,0.106569,39.8859,2.57466
FBgn0040375,CG13760,CG13760,1639846_at,chrX,2478325,2479732,9.41622,9.4806,10.0984,21.2815,18.512,14.3935
FBgn0040333,CG13762,CG13762,1623613_at,chrX,2516225,2518608,2.08581,52.9512,0.800208,0.266423,0.625451,0.0893978
FBgn0031834,CG13766,CG13766,1638245_at,chr2L,6565170,6566117,9.1679,4.61529,10.0482,20.5044,5.53745,6.40948
FBgn0031844,CG13771,CG13771,1631076_at,chr2L,6662060,6663614,3.57514,32.3042,2.93671,0.429258,0,0
FBgn0042092,CG13773,CG13773,1625444_at,chr2L,6906918,6907817,28.9408,8.50041,14.8148,66.9711,4.62036,10.2729
FBgn0031874,CG13775,CG13775,1635759_at,chr2L,6954585,6956872,8.63214,0.8313,6.9177,4.90357,3.08346,2.35589
FBgn0031880,CG13776,CG13776,1631029_at,chr2L,7012327,7014739,1.47678,43.6676,1.54978,7.5991,9.27374,7.08296
FBgn0040954,CG13779,CG13779,1640352_at,chr2L,7063985,7064470,84.9308,46.272,110.744,108.478,203.236,227.478
FBgn0031897,CG13784,CG13784,1639508_a_at//1634269_at//1623893_at,chr2L,7205250,7220029,19.7908,27.7951,34.7319,18.8969,87.4093,86.1978
FBgn0031900,CG13786,CG13786,1625111_at,chr2L,7250719,7252772,0,1.14327,0.0548029,0.0547386,0,0
FBgn0031923,CG13791,CG13791,1640847_at,chr2L,7578233,7578559,0.625377,2.80049,4.38524,4.06723,3.14775,1.57471
FBgn0031927,CG13792,CG13792,1636629_at,chr2L,7643527,7645997,0.220175,2.71687,4.49936,0.264358,13.077,7.22944
FBgn0031935,CG13793,CG13793,1633780_at,chr2L,7717052,7719056,0,2.83218,1.04304,0.972362,16.2119,21.1146
FBgn0031936,CG13794,CG13794,1629637_at,chr2L,7719846,7722823,0,0.301039,0.40405,0.0504469,11.1661,8.37906
FBgn0031937,CG13795,CG13795,1624836_at,chr2L,7723310,7726298,1.04988,0.227123,10.9743,0.228362,18.5185,13.1951
FBgn0031939,CG13796,CG13796,1640224_s_at,chr2L,7727150,7732668,4.42956,1.72646,7.21054,0.738674,47.2667,47.3662
FBgn0035338,CG13800,CG13800,1630766_at,chr3L,2388392,2408341,41.7472,8.03862,68.9808,19.345,18.53,17.3561
FBgn0035332,CG13801,CG13801,1627836_at,chr3L,2360566,2362638,0,12.1237,0,0,0,0
FBgn0035330,CG13802,CG13802,#N/A,chr3L,2282883,2300960,0.557596,0.13872,4.7827,0.278954,11.5421,11.2323
FBgn0035325,CG13806,CG13806,1626285_at,chr3L,2266394,2267643,1.12839,6.47821,0.695597,0.173695,1.57281,1.57364
FBgn0035323,CG13807,CG13807,1641462_at,chr3L,2262973,2263546,32.6878,22.2147,46.5212,48.0621,25.2814,27.3024
FBgn0033485,CG1381,CG1381,1632263_at,chr2R,5986021,5987091,88.6303,5.16285,63.9896,116.906,34.0566,54.8679
FBgn0035313,CG13810,CG13810,1640810_at,chr3L,2185997,2187649,0.561038,0,0.210754,0.070169,4.23586,3.74367
FBgn0036944,CG13811,CG13811,1626878_at,chr3L,20155459,20157270,5.30431,0.505386,2.20455,1.75027,2.89708,2.44393
FBgn0036956,CG13813,CG13813,1637644_at,chr3L,20224820,20226172,7.82882,1.10171,8.39692,0.791233,11.7818,20.2309
FBgn0036960,CG13814,CG13814,1633693_at,chr3L,20249471,20249785,0.3246,0.646039,0.650328,0.324782,9.80299,7.51963
FBgn0039098,CG13822,CG13822,1635936_at,chr3R,19503080,19504145,80.348,23.8951,14.0093,26.6657,42.1023,37.6066
FBgn0040590,CG13826,CG13826,1636746_at,chr3R,19047886,19052430,3.83956,0.913684,1.8395,0.501092,4.28531,4.03538
FBgn0039068,CG13827,CG13827,1631671_at,chr3R,19084091,19086324,7.88927,1.85941,8.00695,9.86711,10.4499,11.0828
FBgn0039059,CG13829,CG13829,1623814_at,chr3R,18986198,18987060,0,36.1336,0,0,0.380757,0.126987
FBgn0039054,CG13830,CG13830,1630504_at,chr3R,18896371,18938437,0.236305,0.705462,0.757488,0.0945749,53.4996,39.2714
FBgn0039040,CG13833,CG13833,1637462_at,chr3R,18859060,18861229,0,0.210665,0,0,10.2292,7.56938
FBgn0039060,CG13836,CG13836,1626256_at,chr3R,18995826,18996206,2.14696,1.06825,5.37672,2.14817,23.7742,17.2995
FBgn0039042,CG13837,CG13837,1639832_at,chr3R,18869712,18870383,0,0.302831,0.152421,0,0.459515,0.45976
FBgn0039041,CG13838,CG13838,1636128_at,chr3R,18867963,18868392,0,44.0133,0,0,0,0
FBgn0039028,CG13840,CG13840,1638279_at,chr3R,18640359,18641720,0,0.149414,4.51218,4.28154,0.0755737,0.302456
FBgn0040588,CG13841,CG13841,1634201_at,chr3R,18592596,18593404,0.605024,0,0.757593,0,15.8356,19.0433
FBgn0039009,CG13842,CG13842,1630602_at,chr3R,18530073,18532912,0.0878429,2.70987,0,0.043946,0.972719,1.19443
FBgn0038993,CG13843,CG13843,1641426_at,chr3R,18435207,18436419,0.614372,122.887,0.263759,0.878166,0.883531,0.530401
FBgn0038967,CG13847,CG13847,1626451_at,chr3R,18250934,18253963,0.117618,3.35529,0.157096,0.235367,0.15787,0.236932
FBgn0038961,CG13850,CG13850,1624051_at,chr3R,18234285,18236637,44.5813,20.9122,31.8757,70.8484,29.573,36.0971
FBgn0038960,CG13855,CG13855,1640605_at,chr3R,18231701,18234379,0.839556,87.5482,0.221319,1.19372,1.2455,0.93462
FBgn0038959,CG13856,CG13856,1636383_at,chr3R,18228377,18230783,0.1082,0,0,0.108261,38.1227,36.5083
FBgn0038958,CG13857,CG13857,1633887_at,chr3R,18217911,18219826,0.57003,2.90718,0.28551,0.213881,0.573833,0.717674
FBgn0040585,CG13858,CG13858,1629997_at,chr3R,18144467,18144676,0,0,0.487746,1.94869,0.490149,0.490411
FBgn0038942,CG13862,CG13862,1624951_at,chr3R,18157884,18158219,0,0,0,0,0.306343,0.306507
FBgn0039965,CG13865,CG13865,1634100_at,chrX,22415346,22417005,22.2245,14.6891,41.9509,50.8628,30.5538,38.1709
FBgn0034501,CG13868,CG13868,1638183_at,chr2R,16196217,16204415,40.7639,30.3332,38.325,7.72912,153.215,115.682
FBgn0034486,CG13869,CG13869,1635194_at,chr2R,16126075,16126904,0.157792,0.314047,0,0,18.5848,13.8269
FBgn0030033,CG1387,CG1387,1625670_at,chrX,8279814,8283537,0.984886,153.25,2.36185,0,0,0.0300602
FBgn0034506,CG13870,CG13870,1629749_a_at,chr2R,16231350,16233384,0.0564289,132.748,0.0565268,0,0,0
FBgn0034502,CG13871,CG13871,1636444_at,chr2R,16204913,16206475,0,61.1939,0.0655321,0,0.13171,0.0658901
FBgn0034477,CG13872,CG13872,1632758_at,chr2R,15766333,15768425,0,148.895,0.152269,0.0506969,0.0510066,0.102068
FBgn0035104,CG13875,CG13875,1623396_at,chr3L,180294,182535,0.62189,0.103144,0.726798,0.414826,8.66022,9.5
FBgn0035109,CG13876,CG13876,1638975_at,chr3L,206192,207112,9.7042,22.9647,9.48394,15.6301,11.6751,12.0389
FBgn0035112,CG13877,CG13877,1635049_at,chr3L,218067,218590,16.1446,6.28668,6.5628,0.468221,20.9631,17.2036
FBgn0035120,CG13879,CG13879,1626918_at,chr3L,258486,258997,46.7231,35.9386,27.5851,45.3942,10.225,7.50231
FBgn0035125,CG13881,CG13881,1630356_at,chr3L,277437,282719,0.186927,0.813823,0.187252,0.023379,1.17609,0.635427
FBgn0035126,CG13882,CG13882,1626975_at,chr3L,286373,291284,0.727464,0.911604,0.728727,0.0808746,8.70645,7.86983
FBgn0035127,CG13883,CG13883,1623262_at,chr3L,292905,293189,11.4806,29.2758,10.4224,25.1279,3.61163,2.89084
FBgn0035138,CG13884,CG13884,1640618_at,chr3L,365663,366437,0,60.5255,0.39649,0.132008,0.265629,0.132885
FBgn0040689,CG13885,CG13885,1634590_at,chr3L,390941,392824,0.173893,0.519138,0.34839,0,0.350107,0
FBgn0035163,CG13886,CG13886,1634518_at,chr3L,834094,836553,13.5219,84.1672,12.8978,16.2246,16.2152,16.7122
FBgn0035165,CG13887,CG13887,1626382_s_at,chr3L,837856,839747,125.33,69.8686,102.103,74.6102,151.594,141.271
FBgn0035168,CG13889,CG13889,1641002_at,chr3L,844268,851080,0.972364,57.9242,0.638172,0.100646,0.371289,0.151972
FBgn0035169,CG13890,CG13890,1629606_at,chr3L,851319,852673,26.0376,15.7932,19.2102,43.0067,20.8026,22.8951
FBgn0035139,CG13891,CG13891,1624232_at,chr3L,433230,433891,0.772274,170.149,0.773615,0.309083,0,0
FBgn0035146,CG13893,CG13893,1636193_at,chr3L,599091,604001,5.73229,9.50728,17.4135,10.3985,34.201,23.8455
FBgn0035157,CG13894,CG13894,1633656_at,chr3L,693088,699143,0.701297,0,2.90373,0.374235,2.82391,3.3434
FBgn0035158,CG13895,CG13895,1629940_at,chr3L,705934,708201,27.7563,2.31492,34.6895,13.5421,11.4427,9.05256
FBgn0035159,CG13896,CG13896,1625505_at,chr3L,710942,711574,8.72267,12.3773,12.9449,6.62648,4.39044,5.69434
FBgn0035160,CG13897,CG13897,1641084_at,chr3L,737677,739120,21.585,6.16155,6.54703,59.0262,13.7646,12.6459
FBgn0035161,CG13898,CG13898,1637138_at,chr3L,803518,804000,0,186.649,0.212063,0,0.213108,0.213222
FBgn0035162,CG13900,CG13900,1633394_a_at,chr3L,826710,833402,200.034,21.7922,108.584,208.448,38.0199,60.0498
FBgn0035164,CG13901,CG13901,1635239_at,chr3L,836667,837514,55.5859,109.43,44.5701,52.6009,6.19045,8.13688
FBgn0035166,CG13902,CG13902,1632198_at,chr3L,839980,841361,22.4792,5.35941,15.9504,20.6175,9.97884,9.90555
FBgn0035176,CG13905,CG13905,1637224_at,chr3L,902931,903614,0.298974,0.148759,0.299493,0,16.7038,19.8745
FBgn0035173,CG13907,CG13907,1630968_at,chr3L,877281,881873,37.8008,30.3725,46.965,66.4223,92.8243,95.6765
FBgn0035178,CG13908,CG13908,1627735_at,chr3L,987211,992473,0.80165,0.257337,0.803041,3.05315,12.4694,7.65755
FBgn0035186,CG13912,CG13912,1623126_at,chr3L,1189590,1190360,6.68105,1.01173,2.32788,4.069,37.722,27.502
FBgn0035190,CG13913,CG13913,1638492_at,chr3L,1229603,1232411,0.773689,1.0941,0.611867,0.285203,16.9298,16.6517
FBgn0035209,CG13914,CG13914,1636267_at,chr3L,1331729,1332324,56.5111,23.51,51.8759,25.7184,1.52209,1.71326
FBgn0035237,CG13917,CG13917,1627984_at,chr3L,1593262,1599875,81.1431,18.9626,93.8305,43.2301,58.4051,53.2726
FBgn0035248,CG13919,CG13919,1639600_at,chr3L,1645542,1645937,11.361,7.96537,6.20767,15.501,9.61733,9.10232
FBgn0025712,CG13920,CG13920,1628678_at,chr3L,1648943,1651498,3.32904,3.62834,22.3115,7.45488,62.7961,50.5351
FBgn0035267,CG13921,CG13921,1623287_at,chr3L,1746910,1752395,6.0419,2.55582,4.55511,20.179,5.38286,5.53416
FBgn0035277,CG13923,CG13923,1639916_at,chr3L,1803146,1806819,9.71366,51.3843,10.4987,18.6709,6.8192,6.37227
FBgn0035286,CG13924,CG13924,1635158_at,chr3L,1870019,1871564,5.64608,0.0685193,1.72435,1.17118,1.31697,0.762861
FBgn0035291,CG13925,CG13925,1630926_at,chr3L,1921415,1922101,0,0,0,0.18841,0.189561,0.189662
FBgn0035243,CG13926,CG13926,1625905_at,chr3L,1617424,1618102,20.4842,35.2874,20.0025,38.408,9.18411,9.53576
FBgn0035246,CG13928,CG13928,1637150_at,chr3L,1625791,1628377,74.4636,10.9735,7.04752,0.355917,41.8569,33.3202
FBgn0035256,CG13930,CG13930,1640436_at,chr3L,1670472,1672705,0,0.0988835,0.19908,0,0.10003,0
FBgn0035258,CG13931,CG13931,1636135_at,chr3L,1701377,1702401,0.160769,0,0,0,5.34078,7.12483
FBgn0035259,CG13932,CG13932,1632542_at,chr3L,1710020,1710280,0,0,0,0,0,0
FBgn0035270,CG13933,CG13933,1628791_at,chr3L,1771809,1775143,27.8185,13.584,22.3582,43.337,17.877,15.9643
FBgn0035282,CG13936,CG13936,1638184_at,chr3L,1851348,1852240,12.9157,2.14213,0,0.35897,1.08349,1.98745
FBgn0035287,CG13937,CG13937,1625810_s_at,chr3L,1876555,1883037,5.85979,1.94375,21.3531,1.95436,29.8792,25.105
FBgn0030277,CG1394,CG1394,1633930_at,chrX,11063855,11064681,0.123639,566.829,0,0,0.248927,0.24906
FBgn0040725,CG13946,CG13946,1639236_at,chr2L,776536,776892,0.286412,65.839,0.573818,0,0,0
FBgn0031277,CG13947,CG13947,1628376_x_at,chr2L,779204,779563,0.568051,73.2043,0,0,2.57328,0.572146
FBgn0031288,CG13949,CG13949,1627467_at,chr2L,855337,856236,0.131089,16.9585,4.0708,0.65581,0.923743,1.05627
FBgn0031289,CG13950,CG13950,1635519_at,chr2L,860321,861696,2.58042,7.16859,0.646225,0.107578,16.9929,10.3961
FBgn0033415,CG13952,CG13952,1641266_at,chr2R,5336404,5337900,11.2183,36.1327,8.2353,14.2235,7.06899,4.0539
FBgn0033416,CG13953,CG13953,1638449_at,chr2R,5345545,5346309,0.801954,0.266016,0.401673,1.06987,1.07641,1.88472
FBgn0033405,CG13954,CG13954,1635304_at,chr2R,5257635,5261741,0.644814,4.17088,2.12235,0.645175,1.71552,1.76283
FBgn0033412,CG13955,CG13955,1631706_at,chr2R,5309923,5311127,0,0.207444,1.67057,0,0.20985,0.314943
FBgn0030739,CG13957,CG13957,1623566_at,chrX,16208038,16211646,10.5908,4.02406,16.2674,20.198,3.65074,3.87895
FBgn0032825,CG13958,CG13958,1636532_at,chr2L,19827274,19828890,0.0632338,18.8778,0.126687,0,0.318279,0.0636897
FBgn0032824,CG13962,CG13962,1633811_at,chr2L,19813859,19814317,1.33659,0.22168,5.57879,0.22289,1.56976,7.17987
FBgn0032831,CG13964,CG13964,1624867_at,chr2L,19945365,19946771,10.2467,2.45881,25.8432,15.6332,13.6071,11.4917
FBgn0032834,CG13965,CG13965,1640768_at,chr2L,19961837,19962298,33.32,5.31536,1.27396,0,47.881,22.0319
FBgn0032838,CG13966,CG13966,1636755_at,chr2L,19970037,19971816,4.05234,1.51222,3.91439,0.434422,12.8937,9.40214
FBgn0030275,CG1397,CG1397,1641039_at,chrX,11046506,11047812,1.07016,1.16176,4.6779,0.778736,24.4842,31.2584
FBgn0032851,CG13970,CG13970,1640687_at,chr2L,20103446,20104063,1.65452,17.9464,1.49165,0.496633,0.333111,0
FBgn0039522,CG13972,CG13972,1635516_at,chr3R,23341633,23342979,0,0,0,0,0.0764153,0.152912
FBgn0039518,CG13978,CG13978,1630122_at,chr3R,23289911,23292725,0,185.029,0,0,0,0
FBgn0039514,CG13980,CG13980,1631709_at,chr3R,23194867,23196702,0,16.9585,0,0,2.37105,0.279095
FBgn0031807,CG13981,CG13981,#N/A,chr2L,6378840,6379308,2.6421,1.05169,6.08737,2.64358,14.0965,7.4512
FBgn0031811,CG13982,CG13982,1637777_at,chr2L,6412704,6414071,0.51641,0.308337,2.37961,0.516699,3.53502,2.39261
FBgn0031792,CG13983,CG13983,1635232_at,chr2L,6263557,6264487,0,0,0.117193,0,0.11777,0
FBgn0031796,CG13984,CG13984,1629096_at,chr2L,6308867,6309169,0,102.759,0,0,0,0
FBgn0031786,CG13989,CG13989,1625020_at,chr2L,6160444,6161082,0,131.37,0.175388,0,0,0
FBgn0033212,CG1399,CG1399,1636989_a_at,chr2R,3564572,3582699,77.4292,32.0868,23.1736,19.2948,19.7264,18.2414
FBgn0040950,CG13990,CG13990,1632017_at,chr2L,6151971,6153701,0,0.122004,0,0,0.123419,0.0617423
FBgn0031785,CG13991,CG13991,1629022_at,chr2L,6139461,6145011,0.0184199,189.461,0.0369038,0,0,0
FBgn0031756,CG13992,CG13992,1627038_at,chr2L,5965519,5967498,0.51641,1.07918,1.03461,127.625,0.0519855,0.104026
FBgn0031776,CG13993,CG13993,1640263_at,chr2L,6069103,6069840,81.9063,52.5625,55.2353,73.5606,25.149,26.9597
FBgn0031772,CG13994,CG13994,1635621_at,chr2L,6063018,6063676,30.8263,98.2309,24.4676,37.7539,24.2491,23.753
FBgn0031770,CG13995,CG13995,1632424_at,chr2L,6054307,6060169,0.333355,0.180945,0.0607152,0.060644,4.75913,2.53345
FBgn0031763,CG13996,CG13996,1627815_at,chr2L,6020850,6021672,0.265238,0.923811,0.265698,0,0.133504,0.133575
FBgn0040949,CG13998,CG13998,1640990_at,chr2L,5956512,5956805,0,1.03828,0,10.0914,0,0
FBgn0031753,CG13999,CG13999,1633360_at,chr2L,5955310,5956450,0,56.0771,0.199468,0.0996167,3.30743,2.00557
FBgn0031749,CG14000,CG14000,1637580_at,chr2L,5908906,5910289,0.0738794,56.0219,0.148015,0.0739208,0.0743724,0
FBgn0031739,CG14005,CG14005,1636482_at,chr2L,5800514,5801969,23.5621,7.45055,15.2206,33.4167,5.24632,4.06622
FBgn0031733,CG14006,CG14006,1632727_at,chr2L,5727463,5728811,0.227389,114.649,0.303711,0.682548,0.152604,0.0763426
FBgn0031731,CG14007,CG14007,1628116_at,chr2L,5715491,5716650,0,3.2552,0,0,0.212449,0
FBgn0031725,CG14010,CG14010,1625782_at,chr2L,5602830,5613023,0.0618567,0.738665,0.123928,0,2.98893,2.86592
FBgn0031722,CG14011,CG14011,1638719_s_at,chr2L,5579580,5581116,0,143.083,0,0,0,0
FBgn0031720,CG14013,CG14013,1632730_at,chr2L,5552937,5553848,0,128.64,0,0,0,0
FBgn0031718,CG14014,CG14014,1628614_at,chr2L,5549707,5550835,0,0.54075,0,0,0,0.091219
FBgn0031716,CG14015,CG14015,1624834_at,chr2L,5536845,5539169,2.98186,1.00507,1.44534,0.240608,8.27905,6.83023
FBgn0031721,CG14017,CG14017,1634301_at//1626853_a_at,chr2L,5553897,5555140,0.0854211,64.6039,0.256708,0,0.0859911,0.172074
FBgn0029962,CG1402,CG1402,1641185_at,chrX,7729012,7733969,0,0,0,0,2.23764,1.59917
FBgn0031707,CG14020,CG14020,1634371_at,chr2L,5517842,5518822,4.89878,30.4942,2.08821,1.87718,0.734475,1.25977
FBgn0031702,CG14021,CG14021,1640365_s_at,chr2L,5330468,5338053,23.007,5.06779,2.24318,0.325241,49.0842,55.2582
FBgn0031700,CG14022,CG14022,1625430_at,chr2L,5327978,5328870,1.43788,0,0.640166,0.159854,66.4229,71.4467
